Time,prod08.ld5
2018/12/08 18:54:00,2.7417
2018/12/08 18:57:00,5.777233333333332
2018/12/08 19:00:00,4.573333333333333
2018/12/08 19:03:00,4.522766666666667
2018/12/08 19:06:00,7.9389
2018/12/08 19:09:00,4.3339
2018/12/08 19:12:00,4.704999999999999
2018/12/08 19:15:00,7.4511
2018/12/08 19:18:00,4.513366666666666
2018/12/08 19:21:00,7.359999999999999
2018/12/08 19:24:00,3.9922333333333335
2018/12/08 19:27:00,5.421666666666667
2018/12/08 19:30:00,7.022200000000001
2018/12/08 19:33:00,4.7983
2018/12/08 19:36:00,7.759433333333334
2018/12/08 19:39:00,4.650566666666666
2018/12/08 19:42:00,4.530833333333334
2018/12/08 19:45:00,7.583166666666666
2018/12/08 19:48:00,4.3194333333333335
2018/12/08 19:51:00,6.840566666666667
2018/12/08 19:54:00,4.830000000000001
2018/12/08 19:57:00,4.9816666666666665
2018/12/08 20:00:00,4.751666666666666
2018/12/08 20:03:00,7.840566666666667
2018/12/08 20:06:00,5.071666666666666
2018/12/08 20:09:00,4.672233333333334
2018/12/08 20:12:00,7.648333333333333
2018/12/08 20:15:00,4.4639
2018/12/08 20:18:00,7.435533333333335
2018/12/08 20:21:00,4.641666666666667
2018/12/08 20:24:00,5.038866666666666
2018/12/08 20:27:00,7.621100000000001
2018/12/08 20:30:00,4.246099999999999
2018/12/08 20:33:00,6.738333333333334
2018/12/08 20:36:00,5.126666666666666
2018/12/08 20:39:00,4.5944666666666665
2018/12/08 20:42:00,4.9611
2018/12/08 20:45:00,6.329433333333334
2018/12/08 20:48:00,4.536133333333333
2018/12/08 20:51:00,7.787766666666667
2018/12/08 20:54:00,4.6049999999999995
2018/12/08 20:57:00,4.355033333333334
2018/12/08 21:00:00,4.906666666666667
2018/12/08 21:03:00,7.859433333333333
2018/12/08 21:06:00,4.665566666666667
2018/12/08 21:09:00,7.706133333333334
2018/12/08 21:12:00,4.637166666666666
2018/12/08 21:15:00,4.4089
2018/12/08 21:18:00,7.285033333333334
2018/12/08 21:21:00,4.3511
2018/12/08 21:24:00,5.994433333333333
2018/12/08 21:27:00,5.386133333333333
2018/12/08 21:30:00,4.862233333333333
2018/12/08 21:33:00,7.878900000000001
2018/12/08 21:36:00,4.425566666666666
2018/12/08 21:39:00,5.5959666666666665
2018/12/08 21:42:00,6.2589
2018/12/08 21:45:00,3.9661000000000004
2018/12/08 21:48:00,7.657766666666667
2018/12/08 21:51:00,4.681633333333333
2018/12/08 21:54:00,4.291666666666667
2018/12/08 21:57:00,4.629466666666667
2018/12/08 22:00:00,5.415033333333334
2018/12/08 22:03:00,7.451666666666667
2018/12/08 22:06:00,4.305000000000001
2018/12/08 22:09:00,7.748333333333334
2018/12/08 22:12:00,4.578366666666667
2018/12/08 22:15:00,4.710833333333333
2018/12/08 22:18:00,7.860033333333334
2018/12/08 22:21:00,4.616666666666667
2018/12/08 22:24:00,6.234466666666667
2018/12/08 22:27:00,5.88
2018/12/08 22:30:00,4.773833333333333
2018/12/08 22:33:00,6.428366666666666
2018/12/08 22:36:00,6.274466666666666
2018/12/08 22:39:00,4.872733333333334
2018/12/08 22:42:00,8.1611
2018/12/08 22:45:00,5.272766666666667
2018/12/08 22:48:00,4.8055666666666665
2018/12/08 22:51:00,8.421666666666667
2018/12/08 22:54:00,4.799300000000001
2018/12/08 22:57:00,4.657233333333333
2018/12/08 23:00:00,5.1127666666666665
2018/12/08 23:03:00,5.1758
2018/12/08 23:06:00,7.961500000000001
2018/12/08 23:09:00,5.2911
2018/12/08 23:12:00,4.8449
2018/12/08 23:15:00,8.805566666666666
2018/12/08 23:18:00,4.706933333333333
2018/12/08 23:21:00,6.062
2018/12/08 23:24:00,6.863933333333333
2018/12/08 23:27:00,4.267733333333333
2018/12/08 23:30:00,7.9821333333333335
2018/12/08 23:33:00,5.072433333333334
2018/12/08 23:36:00,5.446566666666667
2018/12/08 23:39:00,8.338666666666667
2018/12/08 23:42:00,5.264433333333333
2018/12/08 23:45:00,6.287733333333333
2018/12/08 23:48:00,6.8678
2018/12/08 23:51:00,4.726633333333333
2018/12/08 23:54:00,8.107866666666666
2018/12/08 23:57:00,5.2256
2018/12/09 00:00:00,4.890633333333334
2018/12/09 00:03:00,4.281633333333334
2018/12/09 00:06:00,8.3522
2018/12/09 00:09:00,4.733333333333333
2018/12/09 00:12:00,7.6115666666666675
2018/12/09 00:15:00,6.393866666666667
2018/12/09 00:18:00,4.859633333333334
2018/12/09 00:21:00,7.9753
2018/12/09 00:24:00,4.801233333333333
2018/12/09 00:27:00,6.425999999999999
2018/12/09 00:30:00,6.159400000000001
2018/12/09 00:33:00,4.343766666666666
2018/12/09 00:36:00,8.304433333333334
2018/12/09 00:39:00,4.770333333333333
2018/12/09 00:42:00,6.704866666666668
2018/12/09 00:45:00,6.533633333333333
2018/12/09 00:48:00,5.151766666666666
2018/12/09 00:51:00,7.251533333333334
2018/12/09 00:54:00,5.8790000000000004
2018/12/09 00:57:00,5.2998666666666665
2018/12/09 01:00:00,5.1917
2018/12/09 01:03:00,4.896066666666667
2018/12/09 01:06:00,7.8175333333333334
2018/12/09 01:09:00,4.961
2018/12/09 01:12:00,7.023333333333333
2018/12/09 01:15:00,6.177766666666666
2018/12/09 01:18:00,4.667233333333333
2018/12/09 01:21:00,8.413366666666667
2018/12/09 01:24:00,4.493333333333333
2018/12/09 01:27:00,4.9311
2018/12/09 01:30:00,7.965
2018/12/09 01:33:00,4.457766666666667
2018/12/09 01:36:00,6.918333333333334
2018/12/09 01:39:00,6.0839
2018/12/09 01:42:00,5.056100000000001
2018/12/09 01:45:00,8.098333333333334
2018/12/09 01:48:00,5.585033333333333
2018/12/09 01:51:00,4.684433333333334
2018/12/09 01:54:00,8.2128
2018/12/09 01:57:00,4.4878
2018/12/09 02:00:00,1.5005333333333333
2018/12/09 02:03:00,5.145
2018/12/09 02:06:00,5.327233333333333
2018/12/09 02:09:00,7.420566666666666
2018/12/09 02:12:00,4.955533333333333
2018/12/09 02:15:00,4.843333333333333
2018/12/09 02:18:00,8.028866666666667
2018/12/09 02:21:00,4.959433333333333
2018/12/09 02:24:00,8.0689
2018/12/09 02:27:00,4.9039
2018/12/09 02:30:00,5.084966666666666
2018/12/09 02:33:00,7.591666666666666
2018/12/09 02:36:00,4.7500333333333336
2018/12/09 02:39:00,5.2172
2018/12/09 02:42:00,8.1011
2018/12/09 02:45:00,4.694466666666666
2018/12/09 02:48:00,7.7672333333333325
2018/12/09 02:51:00,4.670533333333333
2018/12/09 02:54:00,5.005
2018/12/09 02:57:00,4.569966666666667
2018/12/09 03:00:00,5.0122333333333335
2018/12/09 03:03:00,1.7394333333333334
2018/12/09 03:06:00,1.5972333333333333
2018/12/09 03:09:00,1.6328000000000003
2018/12/09 03:12:00,1.6005666666666667
2018/12/09 03:15:00,1.4855666666666665
2018/12/09 03:18:00,1.6449999999999998
