"Time","tz","prod16.dc4","prod08.ld5","prod11.dc4","prod50.dc4","prod40.la3","prod34.dc4","prod14.dc4","prod81.dc4","prod41.la3","prod76.dc4"
2018/12/08 20:21:00,PST,4.641666666666667,2.2911,3.1667,1.6194333333333333,2.4755333333333334,1.9694333333333331,2.1239,1.9105666666666667,2.061666666666667,1.9922000000000002
2018/12/08 20:24:00,PST,5.038866666666666,2.3855666666666666,2.8605666666666667,2.2788999999999997,2.5366666666666666,1.8160999999999998,2.3711,2.0031666666666665,1.9949999999999999,1.9561
2018/12/08 20:27:00,PST,7.621100000000001,2.4727666666666663,2.6864333333333335,2.3466666666666667,2.4116666666666666,1.8827666666666667,2.4755333333333334,1.995866666666667,1.9344666666666666,2.0055666666666667
2018/12/08 20:30:00,PST,4.246099999999999,2.395,2.8777666666666666,2.039433333333333,2.38,1.9461333333333333,2.2133333333333334,2.0805666666666665,2.0255666666666667,1.99
2018/12/08 20:33:00,PST,6.738333333333334,2.7072333333333334,3.373466666666667,2.769433333333333,2.39,2.4739,2.197766666666667,2.2071333333333336,1.9522000000000002,2.125
2018/12/08 20:36:00,PST,5.126666666666666,2.4283,2.4136666666666664,2.715,2.3977666666666666,1.8561000000000003,2.3016666666666663,2.2685,1.9577666666666664,1.8877666666666666
2018/12/08 20:39:00,PST,4.5944666666666665,2.7877666666666667,2.4266333333333336,2.2661000000000002,2.3849666666666667,1.7760999999999998,2.2616666666666667,2.3357666666666668,2.1150333333333333,1.9516666666666669
2018/12/08 20:42:00,PST,4.9611,2.385566666666667,3.3130333333333333,2.4327666666666667,2.465,1.8211000000000002,2.210566666666667,2.3188,1.9805666666666666,1.9994666666666667
2018/12/08 20:45:00,PST,6.329433333333334,2.5511000000000004,3.4614333333333334,2.4099666666666666,2.4588666666666668,1.8549999999999998,2.2739,2.3144666666666667,2.0266333333333333,2.112766666666667
2018/12/08 20:48:00,PST,4.536133333333333,2.817766666666667,2.7384,2.6277666666666666,2.6044666666666667,1.9483333333333335,2.102233333333333,2.3553,1.9844333333333335,1.9944666666666666
2018/12/08 20:51:00,PST,7.787766666666667,3.044966666666667,2.584166666666667,2.1994666666666665,2.446733333333333,1.8594666666666668,1.9961000000000002,2.2497000000000003,2.0035666666666665,1.9555666666666667
2018/12/08 20:54:00,PST,4.6049999999999995,2.4373333333333336,2.843,2.3361,2.4761,1.8088666666666666,2.389466666666667,1.9150333333333334,1.992766666666667,1.925
2018/12/08 20:57:00,PST,4.355033333333334,2.4461,3.776866666666667,2.4705666666666666,2.563333333333333,2.205,2.0438666666666667,2.022933333333333,1.9522333333333333,1.9555666666666667
2018/12/08 21:00:00,PST,4.906666666666667,3.4144333333333337,2.86,2.3061000000000003,2.623866666666667,2.1477666666666666,2.5172000000000003,2.108833333333333,2.1788666666666665,2.0594333333333332
2018/12/08 21:03:00,PST,7.859433333333333,2.4739,2.522233333333333,2.524433333333333,2.618866666666667,2.2544333333333335,2.0827666666666667,2.2372333333333327,2.112766666666667,2.1877666666666666
2018/12/08 21:06:00,PST,4.665566666666667,2.4705333333333335,2.989433333333334,2.612766666666667,2.6427666666666667,2.1889000000000003,2.3378,2.2466666666666666,2.097766666666667,2.063333333333333
2018/12/08 21:09:00,PST,7.706133333333334,2.9194333333333335,2.6985333333333332,1.5155333333333332,3.1705666666666663,1.915,2.1466333333333334,2.3395333333333332,1.9733333333333334,2.2133333333333334
2018/12/08 21:12:00,PST,4.637166666666666,2.5460999999999996,2.4092333333333333,2.3116666666666665,3.0233333333333334,2.182233333333333,2.302233333333333,2.292666666666667,2.2655666666666665,2.382233333333333
2018/12/08 21:15:00,PST,4.4089,2.439433333333333,2.7510999999999997,2.149433333333333,2.401666666666667,3.009433333333334,2.3494333333333333,2.3489,2.108333333333333,2.3366666666666664
2018/12/08 21:18:00,PST,7.285033333333334,2.4316666666666666,2.766766666666667,1.5122333333333333,2.6144666666666665,2.1710999999999996,2.2394333333333334,1.9994333333333334,2.0066333333333333,2.1511333333333336
2018/12/08 21:21:00,PST,4.3511,2.376666666666667,2.7008666666666667,2.5761000000000003,2.4589,1.8055666666666668,2.3177666666666665,1.9405666666666666,2.0211333333333332,2.1483333333333334
2018/12/08 21:24:00,PST,5.994433333333333,3.0416666666666665,2.3244333333333334,2.1555666666666666,2.4000333333333335,1.8044333333333331,2.308866666666667,1.9311,2.0283333333333333,2.0277666666666665
2018/12/08 21:27:00,PST,5.386133333333333,2.5255666666666667,2.8276333333333334,2.3638999999999997,2.8989,2.1,2.493333333333333,2.0817,2.230566666666667,2.08
2018/12/08 21:30:00,PST,4.862233333333333,2.7899999999999996,3.462766666666667,2.182766666666667,2.478333333333333,2.4539,2.473333333333333,2.1644666666666663,2.1089,2.0533333333333332
2018/12/08 21:33:00,PST,7.878900000000001,2.5111,2.5678,2.7016666666666667,2.506133333333333,2.265,2.2060999999999997,2.828333333333333,1.9916666666666665,2.065033333333333
2018/12/08 21:36:00,PST,4.425566666666666,2.3022333333333336,2.3476,2.453366666666667,2.4983,1.9877666666666667,2.396666666666667,2.256666666666667,1.959466666666667,1.9772333333333334
2018/12/08 21:39:00,PST,5.5959666666666665,3.1516333333333333,2.585233333333333,1.4633333333333336,2.6055666666666664,1.7166333333333335,2.2394333333333334,2.2911333333333332,2.0283333333333338,2.0116666666666667
2018/12/08 21:42:00,PST,6.2589,2.8622,3.0477666666666665,2.012233333333333,2.5805666666666665,2.0894333333333335,2.1961333333333335,2.2672000000000003,1.9588666666666665,2.0
2018/12/08 21:45:00,PST,3.9661000000000004,2.6033333333333335,3.3349999999999995,2.1588999999999996,2.4116666666666666,1.8555666666666666,2.9555666666666665,2.2872333333333335,2.1155666666666666,2.2011
2018/12/08 21:48:00,PST,7.657766666666667,2.6711000000000005,2.598333333333333,2.1405333333333334,2.6100333333333334,2.0928,2.2505333333333333,1.8677666666666666,2.0344333333333333,1.9311333333333334
2018/12/08 21:51:00,PST,4.681633333333333,2.7900000000000005,2.8155666666666668,1.4688999999999999,2.495033333333333,2.1261,2.3666666666666667,1.9022,2.066133333333333,1.9772333333333332
2018/12/08 21:54:00,PST,4.291666666666667,2.6755666666666666,3.070233333333333,2.7016666666666667,2.3711,2.0672333333333333,2.1966666666666668,2.0172333333333334,2.0933333333333333,1.9205333333333334
2018/12/08 21:57:00,PST,4.629466666666667,2.4211,3.834766666666667,2.230566666666667,2.7877666666666667,1.8322,2.2444666666666664,2.145566666666667,1.9972,1.9183333333333332
2018/12/08 22:00:00,PST,5.415033333333334,2.864433333333334,3.1061,3.0966666666666662,2.5439000000000003,2.233333333333333,2.718866666666667,2.5578,2.2327666666666666,2.105
2018/12/08 22:03:00,PST,7.451666666666667,2.6227666666666667,2.985,2.9405666666666668,2.6278,2.323366666666667,2.1188999999999996,2.4583333333333335,2.2483,2.0589
2018/12/08 22:06:00,PST,4.305000000000001,2.668333333333333,2.8777666666666666,3.0033333333333334,2.7655666666666665,1.8999666666666666,2.5189,2.4349666666666665,2.120533333333333,1.9072333333333333
2018/12/08 22:09:00,PST,7.748333333333334,2.8821999999999997,3.0577666666666663,2.3228,2.924466666666667,1.8644333333333332,2.17,2.448333333333333,1.9905666666666668,1.9822333333333333
2018/12/08 22:12:00,PST,4.578366666666667,2.4238666666666666,2.5372333333333335,2.348333333333333,2.8444333333333334,1.9372,2.2372333333333336,2.9133333333333336,2.3144333333333336,2.013333333333333
2018/12/08 22:15:00,PST,4.710833333333333,2.4427666666666665,2.914966666666667,1.7271999999999998,2.5911333333333335,2.1483000000000003,2.325533333333334,2.3771999999999998,2.0961000000000003,2.0900000000000003
2018/12/08 22:18:00,PST,7.860033333333334,3.0272,3.078333333333333,2.6605666666666665,2.7505333333333333,2.1405666666666665,2.2878000000000003,2.027233333333333,2.2472333333333334,2.1211
2018/12/08 22:21:00,PST,4.616666666666667,2.2939000000000003,3.0133333333333336,2.157766666666667,2.555,2.005,2.4533333333333336,2.1483333333333334,1.9878,1.9805666666666666
2018/12/08 22:24:00,PST,6.234466666666667,2.2283333333333335,2.5400000000000005,1.6033333333333333,2.4172333333333333,2.0600333333333336,2.1322,2.152766666666667,2.0922,2.024433333333333
2018/12/08 22:27:00,PST,5.88,2.3333,2.9500000000000006,2.6855333333333333,2.867233333333333,2.1711,2.3655666666666666,2.2055333333333333,1.9855666666666665,1.9344666666666666
2018/12/08 22:30:00,PST,4.773833333333333,2.8333333333333335,2.7194333333333334,2.3561,2.413866666666667,2.3066666666666666,2.1772333333333336,2.2899999999999996,2.0711,2.0144333333333333
2018/12/08 22:33:00,PST,6.428366666666666,2.3194333333333335,2.9911,3.1867,2.447766666666667,2.4739,2.4655333333333336,2.5139,2.020566666666667,2.0061
2018/12/08 22:36:00,PST,6.274466666666666,2.736666666666667,2.9434,3.0861,2.5022333333333333,1.7716666666666667,2.2527666666666666,2.5238666666666667,1.9977666666666665,1.9283333333333335
2018/12/08 22:39:00,PST,4.872733333333334,2.4961,2.8615333333333335,1.485,2.4433333333333334,1.7183333333333335,2.256666666666667,2.4977666666666667,1.9578,1.9299666666666668
2018/12/08 22:42:00,PST,8.1611,2.957766666666666,3.1883666666666666,2.3016666666666663,2.5255666666666663,1.7766666666666666,2.1077666666666666,2.382766666666667,2.0666666666666664,1.9166666666666667
2018/12/08 22:45:00,PST,5.272766666666667,2.7039000000000004,2.700533333333333,2.342766666666667,2.4677666666666664,1.6466333333333332,2.1999999999999997,2.6089,2.176133333333333,1.9822
2018/12/08 22:48:00,PST,4.8055666666666665,2.8089,2.6778,2.1566666666666667,2.6394333333333333,2.1899666666666664,2.2444333333333333,2.0333,2.0267,1.9517
2018/12/08 22:51:00,PST,8.421666666666667,2.32,3.1750000000000003,2.228333333333333,2.4783333333333335,2.15,2.0755666666666666,2.4522333333333335,1.9422333333333333,2.0005666666666664
2018/12/08 22:54:00,PST,4.799300000000001,2.608366666666667,2.9316666666666666,2.275,2.475566666666667,2.0172000000000003,2.366633333333333,1.9077666666666666,2.0916666666666663,2.0105333333333335
2018/12/08 22:57:00,PST,4.657233333333333,2.7383333333333333,2.756133333333333,2.6767,2.8183333333333334,2.1411333333333333,2.1922333333333333,1.9649999999999999,2.0316666666666667,2.040566666666667
2018/12/08 23:00:00,PST,5.1127666666666665,2.822233333333333,2.9316333333333335,2.9511333333333334,2.539433333333333,1.9605666666666668,2.9472,2.12,2.3722333333333334,2.364466666666667
2018/12/08 23:03:00,PST,5.1758,2.3266666666666667,3.395,2.815,2.7550333333333334,2.055,2.2044333333333337,2.2627666666666664,2.3033333333333332,2.0517
2018/12/08 23:06:00,PST,7.961500000000001,2.8039,3.4522333333333335,1.8816666666666668,2.7016666666666667,2.2622,2.2944333333333335,2.265,2.0733333333333337,2.1105666666666667
2018/12/08 23:09:00,PST,5.2911,2.9339,2.3139,2.4827666666666666,2.9433000000000002,1.7433333333333334,2.6466666666666665,2.3167,2.0777666666666668,2.0189
2018/12/08 23:12:00,PST,4.8449,2.3988666666666667,2.8272333333333335,2.3422,2.9849999999999994,2.0039,2.1727666666666665,2.2338999999999998,2.038866666666667,2.1294333333333335
2018/12/08 23:15:00,PST,8.805566666666666,2.6788666666666665,2.8538666666666668,1.5266333333333335,2.454966666666666,2.2583333333333333,2.4177666666666666,2.346666666666667,2.1133333333333337,2.04
2018/12/08 23:18:00,PST,4.706933333333333,2.2483,2.6116333333333333,2.3222,2.618866666666667,2.115,2.364466666666667,1.8689,2.0811333333333333,2.015
2018/12/08 23:21:00,PST,6.062,2.1872000000000003,2.4177666666666666,1.4938666666666667,2.5344333333333333,2.1283333333333334,2.170533333333333,1.8905666666666667,1.985,2.1122333333333336
2018/12/08 23:24:00,PST,6.863933333333333,2.22,3.086133333333333,1.5689,2.6227666666666667,2.4472333333333336,2.4055666666666666,1.9494666666666667,2.078866666666667,1.9916666666666665
2018/12/08 23:27:00,PST,4.267733333333333,2.4583333333333335,2.8944333333333336,2.5777666666666668,2.54,1.8994666666666669,2.3205666666666667,1.9433333333333334,1.9688999999999999,2.0711333333333335
2018/12/08 23:30:00,PST,7.9821333333333335,2.9088666666666665,2.3127666666666666,2.222233333333333,2.5166666666666666,2.344466666666667,2.603333333333333,2.1928,2.0944666666666665,2.0339000000000005
2018/12/08 23:33:00,PST,5.072433333333334,2.439433333333333,2.4089,2.7411333333333334,2.4466666666666668,2.7344666666666666,2.459433333333333,2.237766666666667,2.020566666666667,2.0410999999999997
2018/12/08 23:36:00,PST,5.446566666666667,3.1461333333333332,2.9722333333333335,2.6689000000000003,2.478333333333333,2.2383666666666664,2.514466666666667,2.6405666666666665,1.9672333333333334,1.894466666666667
2018/12/08 23:39:00,PST,8.338666666666667,2.2755666666666667,2.8950333333333336,1.4939,2.4872333333333336,2.209433333333333,2.1883333333333335,2.2910999999999997,2.0405666666666664,2.013866666666667
2018/12/08 23:42:00,PST,5.264433333333333,2.8427666666666664,2.518333333333333,2.08,2.5139,2.658333333333333,2.2644333333333333,2.2367000000000004,1.9572333333333332,1.9472333333333331
2018/12/08 23:45:00,PST,6.287733333333333,2.617766666666667,2.4255333333333335,1.5461,2.3550000000000004,2.3122000000000003,2.4977666666666667,2.3655666666666666,2.2177666666666664,2.025533333333333
2018/12/08 23:48:00,PST,6.8678,2.5861,2.7903333333333333,2.3061333333333334,2.474466666666667,2.6117,2.2594333333333334,1.8366666666666667,2.028866666666667,2.0244666666666666
2018/12/08 23:51:00,PST,4.726633333333333,2.5411333333333332,2.5544333333333333,1.4527999999999999,2.5955333333333335,2.4928000000000003,2.3383333333333334,1.9227999999999998,1.97,1.9444333333333332
2018/12/08 23:54:00,PST,8.107866666666666,2.5733333333333337,2.2622333333333335,2.120566666666667,2.4422333333333337,2.0405333333333333,2.2861,1.9211,2.0822,1.9155666666666666
2018/12/08 23:57:00,PST,5.2256,2.1694666666666667,2.6429666666666667,1.6127666666666667,2.985,2.331633333333333,2.2222333333333335,2.01,1.986633333333333,1.9794666666666665
2018/12/09 00:00:00,PST,4.890633333333334,2.5338666666666665,3.1092,2.8411000000000004,2.694466666666667,2.0733333333333333,2.561666666666667,1.9344333333333334,2.2494666666666667,1.9405666666666666
2018/12/09 00:03:00,PST,4.281633333333334,2.3089,3.0467,1.835,2.6016666666666666,2.6799999999999997,2.055566666666667,1.8966666666666665,2.2472333333333334,2.1138999999999997
2018/12/09 00:06:00,PST,8.3522,2.3444333333333334,2.5766666666666667,2.711133333333333,2.6822,3.197233333333333,2.8766666666666665,1.9600333333333335,2.1399666666666666,2.123866666666667
2018/12/09 00:09:00,PST,4.733333333333333,2.563333333333333,3.06,1.3072000000000001,2.9238999999999997,1.7316333333333336,2.111666666666667,1.9327999999999996,2.0211333333333332,2.0011
2018/12/09 00:12:00,PST,7.6115666666666675,2.7544333333333335,3.4072333333333336,2.2072333333333334,2.9977666666666667,1.86,2.1267,1.8555666666666666,2.0039,2.0383333333333336
2018/12/09 00:15:00,PST,6.393866666666667,3.143333333333333,2.5311,1.5344333333333333,2.4466666666666668,2.469466666666667,2.2828,1.9666666666666668,2.0739,1.989466666666667
2018/12/09 00:18:00,PST,4.859633333333334,3.5100000000000002,2.4468666666666667,2.5566666666666666,2.4827666666666666,2.1194666666666664,2.236666666666667,1.8911,2.1105666666666667,1.9466666666666665
2018/12/09 00:21:00,PST,7.9753,2.6549666666666667,2.8516666666666666,1.415,2.6611,1.8255666666666663,2.2083333333333335,1.9067,2.013333333333333,1.9605666666666668
2018/12/09 00:24:00,PST,4.801233333333333,3.007233333333333,2.755233333333333,2.361666666666667,2.7750000000000004,2.6833333333333336,2.117233333333333,1.9088999999999998,2.0105666666666666,2.004466666666667
2018/12/09 00:27:00,PST,6.425999999999999,3.408333333333333,3.068466666666667,1.5816333333333332,2.7544333333333335,1.7155666666666665,2.3867,2.4539,2.022766666666667,1.9633333333333332
2018/12/09 00:30:00,PST,6.159400000000001,3.183866666666667,2.3950333333333336,2.823333333333333,2.4372000000000003,2.3205666666666667,2.2711,2.125,2.345,2.0439000000000003
2018/12/09 00:33:00,PST,4.343766666666666,2.4722000000000004,2.9905333333333335,2.938333333333333,2.5833333333333335,2.4467,2.1327666666666665,2.2672333333333334,2.0822333333333334,2.0871999999999997
2018/12/09 00:36:00,PST,8.304433333333334,2.8716666666666666,2.7777999999999996,2.923866666666667,2.5827666666666667,2.8939,2.4217,2.2816666666666667,2.0094333333333334,2.0117
2018/12/09 00:39:00,PST,4.770333333333333,2.8244333333333334,2.3828,1.4122000000000001,2.4578,2.231666666666667,2.1722,2.408333333333333,1.9799999999999998,2.0083333333333333
2018/12/09 00:42:00,PST,6.704866666666668,2.984433333333333,3.5261333333333336,2.2933333333333334,2.585566666666667,2.5044333333333335,2.2855666666666665,2.2416666666666667,2.0,1.9583333333333333
2018/12/09 00:45:00,PST,6.533633333333333,3.1449999999999996,2.9089000000000005,2.545,2.362766666666667,2.453333333333333,2.5582999999999996,2.3066666666666666,2.174466666666667,1.9839
2018/12/09 00:48:00,PST,5.151766666666666,3.065533333333333,2.901666666666667,2.6172333333333335,2.4811,2.004966666666667,2.1677666666666666,1.915,1.9966333333333333,1.9639
2018/12/09 00:51:00,PST,7.251533333333334,3.4716666666666662,3.1650000000000005,2.5361333333333334,2.5616333333333334,2.061666666666667,1.9866666666666666,2.0194666666666667,1.9883333333333333,2.0594333333333332
2018/12/09 00:54:00,PST,5.8790000000000004,2.9339,2.856666666666667,2.2728,2.6361333333333334,1.9839000000000002,2.1500333333333335,1.9261,1.9977999999999998,1.96
2018/12/09 00:57:00,PST,5.2998666666666665,3.375,3.0339000000000005,2.2033,2.5533,2.1210999999999998,2.2127666666666665,1.9361,2.0189,1.9611
2018/12/09 01:00:00,PST,5.1917,3.6338999999999992,3.1061,2.9266333333333336,2.4283333333333332,1.9928,2.4133333333333336,2.1766666666666667,2.2510999999999997,2.1205333333333334
2018/12/09 01:03:00,PST,4.896066666666667,2.8310999999999997,3.6405333333333334,2.7455666666666665,2.64,2.0422000000000002,2.2928,2.229433333333333,2.1822333333333335,2.098333333333333
2018/12/09 01:06:00,PST,7.8175333333333334,2.954466666666667,2.774466666666667,2.774433333333333,2.6939000000000006,2.8989,2.2844333333333338,2.3389,2.188333333333333,1.9860999999999998
2018/12/09 01:09:00,PST,4.961,2.9233333333333333,3.0132999999999996,2.276666666666667,2.8888666666666665,1.9011000000000002,2.428733333333333,2.2539,2.0144333333333333,2.3794333333333335
2018/12/09 01:12:00,PST,7.023333333333333,2.9066666666666663,3.8894333333333333,1.3949999999999998,2.899466666666667,2.42,2.1122333333333336,2.897766666666667,2.094466666666667,2.0605666666666664
2018/12/09 01:15:00,PST,6.177766666666666,2.5910999999999995,2.8166333333333333,2.4594666666666662,2.4105666666666665,2.0266333333333333,2.2944333333333335,2.3661333333333334,2.1922333333333337,2.1071999999999997
2018/12/09 01:18:00,PST,4.667233333333333,3.224466666666667,2.7528,2.1332999999999998,2.4989000000000003,2.2121999999999997,2.4528000000000003,1.8055666666666668,1.9794333333333334,1.9244333333333332
2018/12/09 01:21:00,PST,8.413366666666667,2.7077666666666667,3.8905666666666665,1.4855333333333334,2.5838666666666668,1.6783333333333335,2.1710999999999996,1.9133333333333333,1.9710999999999999,1.9855666666666665
2018/12/09 01:24:00,PST,4.493333333333333,3.0850000000000004,3.0894333333333335,2.3766666666666665,2.6411000000000002,2.22,2.480566666666667,1.9472333333333331,2.0399666666666665,1.9722333333333335
2018/12/09 01:27:00,PST,4.9311,2.8244666666666665,2.600566666666667,2.144966666666667,2.5672333333333337,2.1494666666666666,2.3077666666666663,1.9205666666666668,2.0105666666666666,2.162233333333333
2018/12/09 01:30:00,PST,7.965,3.893333333333333,2.8110999999999997,2.1039,2.4661333333333335,1.8861,2.6016666666666666,2.151666666666667,2.055566666666667,2.0711
2018/12/09 01:33:00,PST,4.457766666666667,3.0460999999999996,3.9844666666666666,2.4955666666666665,2.493866666666667,2.040566666666667,2.4661333333333335,2.2561,2.0050333333333334,1.9889
2018/12/09 01:36:00,PST,6.918333333333334,2.7566333333333333,3.204466666666667,2.0111333333333334,2.4577666666666667,2.4177666666666666,2.2833,2.2538666666666667,2.03,1.8966666666666665
2018/12/09 01:39:00,PST,6.0839,3.7216666666666662,2.7222333333333335,2.8188999999999997,2.4311333333333334,2.105,2.338333333333333,2.305566666666667,1.9777666666666667,1.9539
2018/12/09 01:42:00,PST,5.056100000000001,2.739433333333333,3.6605666666666665,2.0233333333333334,2.5194666666666667,2.1594333333333333,2.1672333333333333,2.2405333333333335,2.0511,1.9772333333333332
2018/12/09 01:45:00,PST,8.098333333333334,2.7905666666666664,3.8110999999999997,2.3266666666666667,2.3411,2.026666666666667,2.396666666666667,2.2677666666666667,2.0805333333333333,2.2283666666666666
2018/12/09 01:48:00,PST,5.585033333333333,3.4272000000000005,3.3044333333333333,2.3327666666666667,2.4228,2.1761,2.3649999999999998,1.9688999999999999,2.0239,1.9716666666666667
2018/12/09 01:51:00,PST,4.684433333333334,2.935,3.405,2.389466666666667,2.521666666666667,2.1028,2.104433333333333,1.8567,1.9822333333333333,1.9799999999999998
2018/12/09 01:54:00,PST,8.2128,3.099466666666667,2.8105333333333333,2.2489,2.376133333333333,2.7539000000000002,2.522766666666666,1.9444666666666668,2.0244666666666666,1.9027666666666665
2018/12/09 01:57:00,PST,4.4878,3.0505333333333335,3.276666666666667,3.5071999999999997,2.772766666666667,1.9089,2.282766666666667,1.8767000000000003,1.9611333333333334,1.9789
2018/12/09 02:00:00,PST,1.5005333333333333,3.6766666666666663,4.1478,3.9150000000000005,2.485,1.7360999999999998,2.5938999999999997,2.6211,2.4377666666666666,2.1055333333333333
2018/12/09 02:03:00,PST,5.145,3.215033333333333,2.8533333333333335,2.9811,2.6639,2.1039,2.635566666666667,2.2283333333333335,2.1355666666666666,2.09
2018/12/09 02:06:00,PST,5.327233333333333,2.6627666666666667,2.980033333333333,2.6894333333333336,2.6372,2.8533333333333335,2.2328,2.277233333333333,2.13,1.8983666666666668
2018/12/09 02:09:00,PST,7.420566666666666,2.8183333333333334,3.7244333333333337,1.5861333333333334,2.8777666666666666,1.7094333333333334,2.3577999999999997,2.321633333333333,1.9211333333333334,2.28
